thread_id,root_tweet_id,turn_index,tweet_id,author_id,speaker,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
GWR_000006,2932690,1,2932690,754891,customer,True,2017-11-29 08:06:33+00:00,"@GWRHelp - over 30 mins delay this morning! Good going. What sort of an excuse is “late from the depot”? I couldn’t use that at work?! “Sorry I’m late I was late from my house” wouldn’t go down well. 
Break it up @134178 #trainrefund #railareturns",2932689,
GWR_000006,2932690,2,2932689,GWRHelp,company,False,2017-11-29 08:40:54+00:00,@754891 @134178 Hi Samuel. Sorry for the delay this morning. There are several different reasons why a train may leave the depot late and we don't always have the specifics. I appreciate this is frustrating. Apologies again. Natalie,,2932690.0
GWR_000007,2966975,1,2966975,252176,customer,True,2017-11-29 22:51:30+00:00,@GWRHelp Paddington is freezing and we are stood waiting around - NO ONE IS TELLING US ANYTHING!!,2966974,
GWR_000007,2966975,2,2966974,GWRHelp,company,False,2017-11-29 22:55:10+00:00,@252176 Hi Matt. Sorry to hear this. The 2248 is due to run - Josh,2966972,2966975.0
GWR_000007,2966975,3,2966972,252176,customer,True,2017-11-29 22:55:58+00:00,@GWRHelp But why has the 22:45 stopped calling at Reading. Tonight is beyond a joke.,2966970,2966974.0
GWR_000007,2966975,4,2966970,GWRHelp,company,False,2017-11-29 22:59:31+00:00,@252176 This is a change that has been made tonight due to extra customers expected on the service who are travelling to Swansea. The 22.48 will run with extra carriages for customer going to Reading. Apologies for any inconvenience caused - Josh,2966971,2966972.0
GWR_000007,2966975,5,2966971,252176,customer,True,2017-11-29 23:17:20+00:00,@GWRHelp Is there also delays on the line this evening? This train is stop-start-stop-start..,2966973,2966970.0
GWR_000007,2966975,6,2966973,GWRHelp,company,False,2017-11-29 23:21:02+00:00,@252176 This is due to following a late running train. Apologies for this Matt. The service is currently running 19 minutes late - Josh,,2966971.0
GWR_000008,1351332,1,1351332,435116,customer,True,2017-10-27 17:46:24+00:00,"Hanks for a great Friday evening @GWRHelp , currently 25 mins late on the 6pm from Paddington to reading... stop start stop.! 😡",1351331,
GWR_000008,1351332,2,1351331,GWRHelp,company,False,2017-10-27 17:48:43+00:00,@435116 Hello Hayley. I am sorry for the delay this evening. This is due to congestion in the area. - Jordan,,1351332.0
GWR_000009,1917551,1,1917551,571095,customer,True,2017-10-18 14:27:30+00:00,@GWRHelp @121203 consistent bad service from honeybourne to london. You buy a 1st class ticket to find that power sockets broken + no cafe,1917550,
GWR_000009,1917551,2,1917550,GWRHelp,company,False,2017-10-18 14:33:59+00:00,"@571095 @121203 Hi Jono, sorry to hear this. What was the departure time from Honeybourne? Which carriage are you in? -Andy",,1917551.0
GWR_000010,2140879,1,2140879,336904,customer,True,2017-11-08 22:22:03+00:00,"@GWRHelp how can I claim compensation for delayed 20:00 London to Bristol temple meads train tonight? Bought the ticket at the station, train getting in now, 38 minutes late",2140877,
GWR_000010,2140879,2,2140877,GWRHelp,company,False,2017-11-08 22:32:21+00:00,@336904 Hi Thomas. Sorry for the delay. I'm afraid compensation would only be due for that journey if delayed by an hour. Lewis,2140878,2140879.0
GWR_000010,2140879,3,2140878,336904,customer,True,2017-11-09 08:53:21+00:00,@GWRHelp Is there not partial compensation for delay of over 30 minutes?,2140880,2140877.0
GWR_000010,2140879,4,2140880,GWRHelp,company,False,2017-11-09 08:54:39+00:00,"@336904 Not for this journey, sorry Thomas. - Jordan",2140881,2140878.0
GWR_000010,2140879,5,2140881,336904,customer,True,2017-11-09 09:05:27+00:00,@GWRHelp Why not?,2140882,2140880.0
GWR_000010,2140879,6,2140882,GWRHelp,company,False,2017-11-09 09:07:44+00:00,@336904 The delay is under an hour. Details about compensation can be found here: https://t.co/kZncdam7bx - Jordan,2140883,2140881.0
GWR_000010,2140879,7,2140883,336904,customer,True,2017-11-11 12:38:48+00:00,@GWRHelp @nationalrailenq is this correct?,,2140882.0
GWR_000011,1030984,1,1030984,363958,customer,True,2017-10-14 17:52:09+00:00,@GWRHelp why can't this train leave Didcot Parkway until 19.38? To Swindon.,1030983,
GWR_000011,1030984,2,1030983,GWRHelp,company,False,2017-10-14 17:55:38+00:00,@363958 Hi Bryan. Are you sat on the 1938 now? Phil.,1030982,1030984.0
GWR_000011,1030984,3,1030982,363958,customer,True,2017-10-14 17:58:42+00:00,@GWRHelp Yep,1030980,1030983.0
GWR_000011,1030984,4,1030980,GWRHelp,company,False,2017-10-14 17:59:20+00:00,@363958 It will need to wait for all other passengers to board/arrive from connections before it can depart. Phil.,1030981,1030982.0
GWR_000011,1030984,5,1030981,363958,customer,True,2017-10-14 18:04:09+00:00,@GWRHelp I could've told you that! Put more bloody trains on muppets. These idiots in vests at stations are clueless too GWR=Ryanair on Rail!,,1030980.0
GWR_000012,922471,1,922471,338976,customer,True,2017-10-21 12:41:30+00:00,"Full and standing to the point of being unsafe, unable to get on, and staff with no clue as to the concept of customer service. @GWRHelp https://t.co/ce1QUJtSrG",922470,
GWR_000012,922471,2,922470,GWRHelp,company,False,2017-10-21 12:53:06+00:00,@338976 Hi Chris. Safety is paramount and if full we will always prevent further boarding. The next service to Plymouth is at 1428. Lewis,922469,922471.0
GWR_000012,922471,3,922469,338976,customer,True,2017-10-21 12:56:01+00:00,"@GWRHelp Are you going to answer the question as to why it was decided to put on just one carriage for such a long route, on a busy Saturday?",922467,922470.0
GWR_000012,922471,4,922467,338976,customer,True,2017-10-21 13:00:27+00:00,@GWRHelp And forgive me for finding utterly arbitrary the method of deciding whether the train was full. Is there a prescribed method for this?,"922468,922466",922469.0
GWR_000012,922471,5,922468,GWRHelp,company,False,2017-10-21 13:03:29+00:00,@338976 There isn't a set number of passengers allowed on a service but our staff are safety trained and will use this when making a determination.,,922467.0
GWR_000012,922471,6,922466,GWRHelp,company,False,2017-10-21 13:04:16+00:00,@338976 We run with as many carriages as possible but a lot of maintenance has to take place at weekends. Sorry for the problems this has caused.,922464,922467.0
GWR_000012,922471,7,922464,338976,customer,True,2017-10-21 13:05:40+00:00,"@GWRHelp No, to repeat for a third time, I'd like to know the reason this specific service was run with one carriage. Thank you.","922463,922465",922466.0
GWR_000012,922471,8,922465,338976,customer,True,2017-10-21 13:07:55+00:00,"@GWRHelp And while we're at it, do you have figures available as to the cost of your rebrand to GWR that you insisted wasn't 'just a rebrand'?",,922464.0
GWR_000012,922471,9,922463,GWRHelp,company,False,2017-10-21 13:08:04+00:00,"@338976 I explained, we always run with as many as possible but due to maintenance requirements we don't have as many available. Lewis",922458,922464.0
GWR_000012,922471,10,922458,338976,customer,True,2017-10-21 13:09:25+00:00,"@GWRHelp And do you have any expectation that one carriage will fit all pax on that route, or are you selling a service you can't possibly provide?","922456,922462",922463.0
GWR_000012,922471,11,922462,GWRHelp,company,False,2017-10-21 13:14:42+00:00,@338976 Most tickets sold are flexible so we can't always determine how many people will want to travel on a specific service. 1/2,,922458.0
GWR_000012,922471,12,922456,GWRHelp,company,False,2017-10-21 13:14:52+00:00,@338976 2/2 We do monitor and where possible will try to match resources to predicted numbers. Lewis,922457,922458.0
GWR_000012,922471,13,922457,338976,customer,True,2017-10-21 13:34:17+00:00,@GWRHelp In no-one's mind is a one-carriage train going to be sufficient all the way from Penzance to Plymouth. Wouldn't you agree?,"922459,922460",922456.0
GWR_000012,922471,14,922460,338976,customer,True,2017-10-21 13:34:54+00:00,@GWRHelp And you seem to be failing miserably at matching resources to predicted numbers. Just arrived in Plymouth 40mins late by taxi - thanks.,,922457.0
GWR_000012,922471,15,922459,GWRHelp,company,False,2017-10-21 13:35:59+00:00,@338976 We can only run with the carriages we have available. Apologies again for the problems today. Lewis,922461,922457.0
GWR_000012,922471,16,922461,338976,customer,True,2017-10-21 14:20:29+00:00,"@GWRHelp I'll take that as agreement with my point. My complaint will be in the post. Lost count of how many I've made, yet service never improves.",,922459.0
GWR_000013,981525,1,981525,14753,customer,True,2017-10-22 13:35:28+00:00,Half an hour late getting to Taunton. Good job @GWRHelp,981524,
GWR_000013,981525,2,981524,GWRHelp,company,False,2017-10-22 13:42:45+00:00,@14753 Hi Dave. What service are you referring to please? Rach,981523,981525.0
GWR_000013,981525,3,981523,14753,customer,True,2017-10-22 13:44:08+00:00,@GWRHelp The 1157 Paddington to Penzance. It's criminally overcrowded and now half an hour late.,981521,981524.0
GWR_000013,981525,4,981521,GWRHelp,company,False,2017-10-22 13:44:54+00:00,@14753 Many apologies for the delay to your journey Dave. Rach,"981522,981515",981523.0
GWR_000013,981525,5,981522,14753,customer,True,2017-10-22 13:48:07+00:00,"@GWRHelp Apologies don't really help, to be honest. How late does it need to be for me to claim compensation?",,981521.0
GWR_000013,981525,6,981515,14753,customer,True,2017-10-22 13:52:36+00:00,@GWRHelp I note you apologise for the delay (which might not be in your control) but not the overcrowding (which definitely is in your control).,981513,981521.0
GWR_000013,981525,7,981513,GWRHelp,company,False,2017-10-22 14:01:44+00:00,@14753 Apologies Dave. If delayed by an hour you can claim compensation here: https://t.co/MEgzCgvyTa,981514,981515.0
GWR_000013,981525,8,981514,14753,customer,True,2017-10-22 14:08:40+00:00,@GWRHelp Your link is a 404. But this page says I can claim after 30 minutes https://t.co/2HaqG4zKY0,981516,981513.0
GWR_000013,981525,9,981516,GWRHelp,company,False,2017-10-22 14:18:43+00:00,@14753 Hi Dave. Not sure why that is. Can you try this link please: https://t.co/kZncdam7bx. Lewis,981517,981514.0
GWR_000013,981525,10,981517,14753,customer,True,2017-10-22 14:20:01+00:00,@GWRHelp Yeah. That's the page I found. It says I can claim for delays of 30 mins. Not sure why you said an hour.,981518,981516.0
GWR_000013,981525,11,981518,GWRHelp,company,False,2017-10-22 14:21:57+00:00,"@14753 It would be an hour for that journey. If you click on how it works, a break down of the different arrangements is provided. Lewis",981519,981517.0
GWR_000013,981525,12,981519,14753,customer,True,2017-10-22 14:28:35+00:00,@GWRHelp So I see. That's ridiculous. If I can't claim for this appalling service I'm going to be furious.,981520,981518.0
GWR_000013,981525,13,981520,GWRHelp,company,False,2017-10-22 14:49:56+00:00,"@14753 I'm afraid unless delayed by an hour or you booked a seat but had to stand, you can't claim. Lewis",,981519.0
GWR_000014,733362,1,733362,295472,customer,True,2017-10-11 06:07:06+00:00,@GWRHelp good morning. Is Shiplake station being moved entirely this weekend? https://t.co/Apr7xQYImx,733361,
GWR_000014,733362,2,733361,GWRHelp,company,False,2017-10-11 06:08:42+00:00,@295472 Hi Russell. Can you explain what you mean please? - Josh,733360,733362.0
GWR_000014,733362,3,733360,295472,customer,True,2017-10-11 06:26:07+00:00,@GWRHelp That picture is your station advert. Look at Shiplake.,733359,733361.0
GWR_000014,733362,4,733359,GWRHelp,company,False,2017-10-11 06:38:43+00:00,@295472 Apologies for this Russell. Where is the poster located please? I will get this reported - Josh,733358,733360.0
GWR_000014,733362,5,733358,295472,customer,True,2017-10-11 06:47:06+00:00,@GWRHelp Twyford. But I'm guessing it doesn't have its own special print.,733357,733359.0
GWR_000014,733362,6,733357,GWRHelp,company,False,2017-10-11 07:01:13+00:00,"@295472 Thank you for confirming, we'll look into this. - Jordan",,733358.0
GWR_000015,986034,1,986034,353690,customer,True,2017-10-22 10:51:23+00:00,This is the 11:44am @GWRHelp service Bristol Parkway to London Paddington (after rail replacement from Cardiff). You call this good service? https://t.co/smAhjZb0WP,"986032,986035,986036",
GWR_000015,986034,2,986032,GWRHelp,company,False,2017-10-22 11:03:05+00:00,@353690 Hi Robert. Apologies for the busy conditions. Did you reserve a seat for this service? Rach,986033,986034.0
GWR_000015,986034,3,986033,353690,customer,True,2017-10-22 11:05:31+00:00,@GWRHelp I did but I can’t even get to it!,,986032.0
GWR_000015,986034,4,986036,353690,customer,True,2017-10-22 11:13:10+00:00,@GWRHelp And - I won’t die tbh but there are several elderly ppl here w walking sticks etc standing &amp; not being offered seats #accessibility #respect,986706,986034.0
GWR_000015,986034,5,986706,GWRHelp,company,False,2017-10-22 11:16:41+00:00,@353690 As you reserved a seat but have to stand you are entitled to compensation. Please send details to __email__. Lewis,,986036.0
GWR_000015,986034,6,986035,,company,,,,,
GWR_000016,1842548,1,1842548,521296,customer,True,2017-10-18 07:16:14+00:00,Just one of those standard @GWRHelp themed tweets about my train starting off 18mins late and still haemorrhaging time. 22mins late now 🤔,"1842549,1842550,1842547",
GWR_000016,1842548,2,1842550,GWRHelp,company,False,2017-10-18 07:18:54+00:00,@521296 Hi Nick. Which service is this please? Natalie,1854493,1842548.0
GWR_000016,1842548,3,1854493,521296,customer,True,2017-10-18 07:19:44+00:00,@GWRHelp Hi Natalie. Thanks. 0805 Cdf to Swansea. Station says it's imminent and caused by late departure from Pad.,,1842550.0
GWR_000016,1842548,4,1842547,552142,customer,True,2017-10-18 07:21:02+00:00,@521296 @GWRHelp That sucks,1842546,1842548.0
GWR_000016,1842548,5,1842546,521296,customer,True,2017-10-18 07:21:59+00:00,"@552142 @GWRHelp Ha, thanks! Obvs not a huge problem but I picked a bad day to arrive super early.",1842544,1842547.0
GWR_000016,1842548,6,1842544,GWRHelp,company,False,2017-10-18 07:26:34+00:00,@521296 Thanks Nick. I can see this is running 22 minutes late at the moment as the train left the depot late earlier. I'm very sorry about this.,1842545,1842546.0
GWR_000016,1842548,7,1842545,521296,customer,True,2017-10-18 07:27:17+00:00,@GWRHelp Thanks,,1842544.0
GWR_000016,1842548,8,1842549,,company,,,,,
GWR_000017,63727,1,63727,130647,customer,True,2017-11-30 07:49:56+00:00,"Got to the platform at 7:43, train leaves at 7:44 but the doors were already closed. Asked if I could get on &amp; I was told no because the doors were already locked. Then two staff unlock &amp; step on infront of me. Then told again I'm not allowed on the train. Thanks again @GWRHelp",63725,
GWR_000017,63727,2,63725,GWRHelp,company,False,2017-11-30 08:08:42+00:00,"@130647 Sorry for this Deborah, doors can lock up to 40 seconds before departure but we'd always recommend being able to board in plenty of time to avoid these situations. Phil.",63726,63727.0
GWR_000017,63727,3,63726,130647,customer,True,2017-11-30 09:16:43+00:00,"@GWRHelp But staff were allowed to board the train in front of me, yet I still wasn't allowed",63728,63725.0
GWR_000017,63727,4,63728,GWRHelp,company,False,2017-11-30 10:22:19+00:00,"@130647 Staff may still be permitted to board if passenger boarding has ended, the staff may have been crew for that service. I do appreciate it's frustrating though, sorry you weren't able to board today. Phil.",,63726.0
GWR_000018,1949200,1,1949200,579058,customer,True,2017-10-29 10:45:35+00:00,"@GWRHelp Fantastic service for people with disabilities, all seat reservations cancelled because ""there was no time to put them out""",1949199,
GWR_000018,1949200,2,1949199,GWRHelp,company,False,2017-10-29 10:53:58+00:00,@579058 Hi Lauren. Really sorry for any inconvenience caused. If you had a seat booked and have had to stand please email __email__- Josh,,1949200.0
GWR_000019,1779012,1,1779012,534509,customer,True,2017-10-11 17:31:02+00:00,@GWRHelp where do I send the bill for my time you've wasted and my missed connecting train? #MickeyMouse #LiterallyEveryOtherTrainIsLate,1779011,
GWR_000019,1779012,2,1779011,GWRHelp,company,False,2017-10-11 17:35:54+00:00,@534509 Hi Dave. Sorry for the delay to your journey. We don't compensate for consequential losses but please check: https://t.co/kZncdam7bx. Nat,1779010,1779012.0
GWR_000019,1779012,3,1779010,534509,customer,True,2017-10-11 17:38:36+00:00,@GWRHelp You don't compensate for something that's directly your responsibility? Seems legit! Can't imagine if I took that to court you'd fair well,1779009,1779011.0
GWR_000019,1779012,4,1779009,GWRHelp,company,False,2017-10-11 17:46:09+00:00,"@534509 We will compensate the cost of your train ticket if you are eligible based on your ticket, overall delay time and the cause of the delay.",,1779010.0
GWR_000020,1080253,1,1080253,374844,customer,True,2017-10-13 16:05:34+00:00,"@GWRHelp Three carriages at peak hour is not acceptable!! Filton to cardiff. Standing room, crammed. People left on platform....",1080252,
GWR_000020,1080253,2,1080252,GWRHelp,company,False,2017-10-13 16:11:39+00:00,@374844 Sorry for the crowding on board today Leona. More carriages are coming to the route to boost capacity from January. Phil.,,1080253.0
GWR_000021,1048309,1,1048309,367763,customer,True,2017-10-23 06:53:34+00:00,"@GWRHelp for the love of GOD, run trains on time. Guildford to Wokingham is a connecting train for most people. If late, it's game over",1048307,
GWR_000021,1048309,2,1048307,GWRHelp,company,False,2017-10-23 07:04:38+00:00,"@367763 Sorry for any delay this morning Chis, what was the departure time please? Phil.",1048308,1048309.0
GWR_000021,1048309,3,1048308,367763,customer,True,2017-10-23 07:12:03+00:00,@GWRHelp Departed 07:50 instead of 07:43. Now I miss my connection AGAIN. Now it's a taxi from Wokingham! Now I'm £24 on taxis in 3 working days.,1048310,1048307.0
GWR_000021,1048309,4,1048310,GWRHelp,company,False,2017-10-23 07:26:25+00:00,@367763 Are you referring to the 0745 service? This is a South Western Railway service I'm afraid. Rach,1048311,1048308.0
GWR_000021,1048309,5,1048311,367763,customer,True,2017-10-23 07:31:33+00:00,@GWRHelp Are for real! It's the 0743 from Guildford to Wokingham! The train has a giant GWR logo on the side. Do you not know your own service. https://t.co/J5XRtHK9yy,1048312,1048310.0
GWR_000021,1048309,6,1048312,367763,customer,True,2017-10-23 08:23:53+00:00,"@GWRHelp Oh Silence... I think the words you're looking for are ""apologies Chris, yes our service was late again. Could we refund your taxi costs""",1048313,1048311.0
GWR_000021,1048309,7,1048313,GWRHelp,company,False,2017-10-23 08:29:57+00:00,@367763 Apologies yes 0743 our service and was delayed - Sorry for this. We're not liable for consequential losses I'm afraid. Phil.,"1048314,1048315",1048312.0
GWR_000021,1048309,8,1048314,367763,customer,True,2017-10-23 09:48:10+00:00,"@GWRHelp Problem is I'm ""liable"" if I dont buy ticket. I'm ""liable"" for being late to work. Thanks for apology. 
New Car arrives next week Hallelujah https://t.co/Nz9xKJFspK",,1048313.0
GWR_000021,1048309,9,1048315,367763,customer,True,2017-10-30 07:52:42+00:00,@GWRHelp Once again you've out performed my expectations. 0743 from Guildford is late again! You should be proud of your redundant service. TAXI ‼️,1048316,1048313.0
GWR_000021,1048309,10,1048316,GWRHelp,company,False,2017-10-30 08:09:24+00:00,@367763 HI Chris. It's currently running 5 minutes late due to following a late running service. Sorry for the problems this causes. Lewis,1048317,1048315.0
GWR_000021,1048309,11,1048317,367763,customer,True,2017-10-30 08:19:43+00:00,"@GWRHelp Giving me 60 seconds to make my change! Thank you for the apology. Luckily for me, I'm getting used to this and I've met a funny taxi driver https://t.co/QaV2YjnrU2",,1048316.0
GWR_000022,2011585,1,2011585,280466,customer,True,2017-11-05 09:23:10+00:00,@GWRHelp Still no clarity on advance tickets or timetables for weekends December 2nd onwards? You said NR had finalised this!,2011583,
GWR_000022,2011585,2,2011583,GWRHelp,company,False,2017-11-05 09:31:30+00:00,@280466 Hello Mike. Advance Tickets are available to 31 December. Some weekends have been held back. More info here: https://t.co/4BYUNd7mJY - Jord,2011584,2011585.0
GWR_000022,2011585,3,2011584,280466,customer,True,2017-11-05 09:33:42+00:00,@GWRHelp So this exchange earlier in the week was incorrect? https://t.co/pgoieyJMH5,2011586,2011583.0
GWR_000022,2011585,4,2011586,GWRHelp,company,False,2017-11-05 09:38:01+00:00,"@280466 Yes, this is now incorrect. We wasn't aware that 2 December would be a later opening. Most dates have been extended until end of the year.",,2011584.0
GWR_000023,1950160,1,1950160,116715,customer,True,2017-11-07 19:35:52+00:00,"@GWRHelp Hi,when will the timetables be confirmed for Christmas week? I only ask as the Pad to Penzance sleeper is still missing on 21/12..?","1950159,1950161",
GWR_000023,1950160,2,1950161,GWRHelp,company,False,2017-11-07 20:21:04+00:00,@116715 1/2 Hi. It appears the service will run however it is not in the system yet. We are waiting for confirmation from...,,1950160.0
GWR_000023,1950160,3,1950159,GWRHelp,company,False,2017-11-07 20:21:19+00:00,@116715 2/2 Network Rail before advertising it. This should be confirmed in the next two weeks - Josh,,1950160.0
GWR_000024,2333996,1,2333996,470280,customer,True,2017-11-13 10:54:02+00:00,"@GWRHelp hello, is there any way you can please tell me what the 10.21 train from Paddington to Hereford on 23rd December is likely to be - HST or DMU? Thanks.",2333995,
GWR_000024,2333996,2,2333995,GWRHelp,company,False,2017-11-13 11:17:30+00:00,"@470280 Hi Sian, this is scheduled to be a High Speed Train. -Andy",2333992,2333996.0
GWR_000024,2333996,3,2333992,470280,customer,True,2017-11-13 11:18:35+00:00,"@GWRHelp Wahey Andy, thanks for this. Is it likely to change at all? And if so, do you know where best for me to check that in run up to the day?","2333990,2333994",2333995.0
GWR_000024,2333996,4,2333994,GWRHelp,company,False,2017-11-13 11:21:03+00:00,"@470280 The timetable is confirmed so it should run as a HST, on the day if there's disruption it may cause changes but we expect it to be a HST. -Andy",,2333992.0
GWR_000024,2333996,5,2333990,GWRHelp,company,False,2017-11-13 11:21:34+00:00,@470280 You can check with us on the day and we can confirm. -Andy,2333991,2333992.0
GWR_000024,2333996,6,2333991,470280,customer,True,2017-11-14 09:49:05+00:00,@GWRHelp Belated thanks for your help!,2333993,2333990.0
GWR_000024,2333996,7,2333993,GWRHelp,company,False,2017-11-14 09:55:30+00:00,@470280 No problem Sian! Rach,,2333991.0
GWR_000025,2672462,1,2672462,733504,customer,True,2017-10-31 10:57:42+00:00,@GWRHelp when do you expect to publish the new January 2018 timetables. Interested to see changes with all the new trains,2672461,
GWR_000025,2672462,2,2672461,GWRHelp,company,False,2017-10-31 11:01:57+00:00,@733504 Hi. I can't say exactly when but it shouldn't be to much longer now. Lewis,2672460,2672462.0
GWR_000025,2672462,3,2672460,733504,customer,True,2017-10-31 11:04:32+00:00,@GWRHelp Ok thanks. Is the information on Journey planner correct for January 2018? Wouldn’t want to plan travel if it’s incorrect.,2672459,2672461.0
GWR_000025,2672462,4,2672459,GWRHelp,company,False,2017-10-31 11:08:11+00:00,@733504 What dates in January are you looking to travel? Lewis,2672458,2672460.0
GWR_000025,2672462,5,2672458,733504,customer,True,2017-10-31 11:09:40+00:00,@GWRHelp Most weekdays. I will wait for timetables to be published,2672457,2672459.0
GWR_000025,2672462,6,2672457,GWRHelp,company,False,2017-10-31 11:11:26+00:00,@733504 Reservations are available for weekdays from Tuesday 2 January to Friday 9 March 2018 so the timetable is unlikely to change. Lewis,,2672458.0
GWR_000026,2849248,1,2849248,258335,customer,True,2017-11-27 18:33:53+00:00,"Hi @GWRHelp, what will the journey time between Didcot Parkway and Paddington? It’s around 45 mins with the current HSTs. Thank you. https://t.co/d7JOc0irEF",2849246,
GWR_000026,2849248,2,2849246,GWRHelp,company,False,2017-11-27 19:11:04+00:00,@258335 HI Mark. I don't have a figure for Didcot Parkway but looking at the January timetable there are services timed to take 40 minutes. Lewis,2849247,2849248.0
GWR_000026,2849248,3,2849247,258335,customer,True,2017-11-27 20:52:10+00:00,@GWRHelp Thank you Lewis,,2849246.0
GWR_000027,1957287,1,1957287,580790,customer,True,2017-10-30 17:59:19+00:00,@GWRHelp to disinterested in customers to address valid concerns. Disgraceful. Again,"1957286,1957288",
GWR_000027,1957287,2,1957288,GWRHelp,company,False,2017-10-30 18:02:32+00:00,"@580790 1/2 Apologies for the lack of response until now, yesterday we were having some technical issues which affected our responses.",,1957287.0
GWR_000027,1957287,3,1957286,GWRHelp,company,False,2017-10-30 18:02:48+00:00,@580790 2/2 My further apologies for the issues you had on board - What journey were you making please? Phil.,1957284,1957287.0
GWR_000027,1957287,4,1957284,580790,customer,True,2017-10-30 18:05:00+00:00,@GWRHelp 11:25 Reading to Paddington yesterday. Severely delayed no audible announcements. Overcrowded and 30 degrees in the carriage,"1957283,1957285",1957286.0
GWR_000027,1957287,5,1957283,GWRHelp,company,False,2017-10-30 18:20:52+00:00,@580790 Thanks for confirming. I can see this service was delayed due to following a late running service ahead. Apologies for the delay. 1/2 Rach,,1957284.0
GWR_000027,1957287,6,1957285,GWRHelp,company,False,2017-10-30 18:21:24+00:00,@580790 Can you please confirm which carriage you were in? I will then report the temperature and announcements. 2/2 Rach,1957737,1957284.0
GWR_000027,1957287,7,1957737,580790,customer,True,2017-10-30 18:45:32+00:00,@GWRHelp The last carriage - that is the rear carriage. The delay was nothing to do with a late running service but signalling problems,1957736,1957285.0
